(225, 78)
(7, 77)
(49, 77)
(347, 77)
(344, 72)
(129, 71)
(152, 71)
(130, 71)
(398, 71)
(289, 70)
(87, 70)
(105, 69)
(159, 69)
(88, 69)
(464, 69)
(126, 68)
(147, 68)
(155, 68)
(301, 68)
(51, 68)
(251, 68)
(256, 68)
(58, 68)
(69, 68)
(106, 67)
(118, 67)
(168, 67)
(176, 67)
(259, 67)
(209, 67)
(101, 66)
(157, 66)
(175, 66)
(290, 66)
(82, 66)
(30, 65)
(170, 65)
(342, 65)
(174, 64)
(184, 64)
(210, 64)
(228, 64)
(428, 64)
(111, 63)
(218, 63)
(216, 63)
(360, 63)
(368, 63)
(447, 63)
(431, 63)
(34, 62)
(310, 62)
(201, 62)
(323, 62)
(358, 62)
(399, 62)
(244, 62)
(247, 62)
(282, 62)
(404, 62)
(149, 61)
(394, 61)
(234, 61)
(275, 61)
(295, 61)
(72, 61)
(421, 61)
(137, 60)
(133, 60)
(164, 60)
(215, 60)
(343, 60)
(355, 60)
(246, 60)
(287, 60)
(70, 60)
(79, 60)
(429, 60)
(438, 60)
(23, 59)
(180, 59)
(312, 59)
(352, 59)
(266, 59)
(445, 59)
(132, 58)
(192, 58)
(331, 58)
(333, 58)
(353, 58)
(236, 58)
(283, 58)
(62, 58)
(403, 58)
(27, 57)
(31, 57)
(187, 57)
(316, 57)
(324, 57)
(213, 57)
(366, 57)
(392, 57)
(229, 57)
(237, 57)
(272, 57)
(293, 57)
(64, 57)
(65, 57)
(419, 57)
(448, 57)
(462, 57)
(8, 56)
(15, 56)
(162, 56)
(35, 56)
(36, 56)
(44, 56)
(317, 56)
(50, 56)
(52, 56)
(356, 56)
(391, 56)
(224, 56)
(279, 56)
(59, 56)
(61, 56)
(95, 56)
(406, 56)
(422, 56)
(446, 56)
(454, 56)
(470, 56)
(2, 55)
(107, 55)
(112, 55)
(124, 55)
(22, 55)
(24, 55)
(182, 55)
(198, 55)
(199, 55)
(308, 55)
(320, 55)
(186, 55)
(345, 55)
(223, 55)
(260, 55)
(91, 55)
(96, 55)
(413, 55)
(486, 55)
(497, 55)
(156, 54)
(138, 54)
(311, 54)
(322, 54)
(348, 54)
(390, 54)
(77, 54)
(163, 53)
(40, 53)
(47, 53)
(306, 53)
(363, 53)
(375, 53)
(388, 53)
(273, 53)
(277, 53)
(56, 53)
(76, 53)
(409, 53)
(440, 53)
(475, 53)
(484, 53)
(485, 53)
(499, 53)
(3, 52)
(205, 52)
(396, 52)
(226, 52)
(231, 52)
(252, 52)
(98, 52)
(416, 52)
(437, 52)
(444, 52)
(453, 52)
(5, 51)
(121, 51)
(134, 51)
(166, 51)
(188, 51)
(41, 51)
(332, 51)
(214, 51)
(354, 51)
(369, 51)
(393, 51)
(227, 51)
(269, 51)
(57, 51)
(74, 51)
(84, 51)
(430, 51)
(459, 51)
(468, 51)
(478, 51)
(481, 51)
(494, 51)
(123, 50)
(183, 50)
(206, 50)
(326, 50)
(334, 50)
(336, 50)
(400, 50)
(235, 50)
(294, 50)
(207, 50)
(185, 50)
(66, 50)
(75, 50)
(80, 50)
(436, 50)
(443, 50)
(476, 50)
(4, 49)
(108, 49)
(136, 49)
(19, 49)
(154, 49)
(350, 49)
(361, 49)
(386, 49)
(387, 49)
(291, 49)
(300, 49)
(405, 49)
(414, 49)
(450, 49)
(142, 48)
(25, 48)
(39, 48)
(219, 48)
(395, 48)
(239, 48)
(71, 48)
(78, 48)
(401, 48)
(418, 48)
(435, 48)
(451, 48)
(463, 48)
(466, 48)
(460, 48)
(493, 48)
(102, 47)
(115, 47)
(161, 47)
(181, 47)
(319, 47)
(33, 47)
(222, 47)
(274, 47)
(280, 47)
(93, 47)
(407, 47)
(18, 46)
(9, 46)
(29, 46)
(172, 46)
(195, 46)
(309, 46)
(315, 46)
(330, 46)
(329, 46)
(378, 46)
(281, 46)
(86, 46)
(424, 46)
(441, 46)
(490, 46)
(489, 46)
(498, 46)
(104, 45)
(113, 45)
(135, 45)
(140, 45)
(304, 45)
(341, 45)
(374, 45)
(232, 45)
(238, 45)
(255, 45)
(267, 45)
(89, 45)
(92, 45)
(410, 45)
(449, 45)
(471, 45)
(103, 44)
(20, 44)
(125, 44)
(148, 44)
(167, 44)
(179, 44)
(197, 44)
(38, 44)
(203, 44)
(204, 44)
(365, 44)
(242, 44)
(249, 44)
(253, 44)
(264, 44)
(265, 44)
(85, 44)
(99, 44)
(415, 44)
(373, 43)
(248, 43)
(261, 43)
(284, 43)
(423, 43)
(110, 42)
(14, 42)
(127, 42)
(120, 42)
(194, 42)
(302, 42)
(305, 42)
(362, 42)
(364, 42)
(250, 42)
(262, 42)
(288, 42)
(292, 42)
(408, 42)
(411, 42)
