(201,2)
(202,5)
(203,6)
(204,2)
(205,3)
(206,1)
(207,5)
(208,5)
(209,2)
(210,10)
(211,-1)
(212,1)
(213,7)
(214,10)
(215,2)
(216,10)
(217,2)
(218,9)
(219,4)
(220,7)
(221,2)
(222,2)
(223,8)
(224,9)
(225,5)
(226,9)
(227,1)
(228,0)
(229,6)
(230,10)
(231,9)
(232,2)
(233,6)
(234,9)
(235,10)
(236,8)
(237,6)
(238,8)
(239,2)
(240,1)
(241,3)
(242,9)
(243,10)
(244,10)
(245,7)
(246,10)
(247,6)
(248,5)
(249,10)
(250,9)
(251,10)
(252,7)
(253,4)
(254,5)
(255,4)
(256,7)
(257,4)
(258,2)
(259,3)
(260,10)
(261,7)
(262,0)
(263,3)
(264,0)
(265,0)
(266,5)
(267,4)
(268,0)
(269,3)
(270,1)
(271,4)
(272,9)
(273,3)
(274,5)
(275,6)
(276,-1)
(277,1)
(278,7)
(279,9)
(280,1)
(281,8)
(282,7)
(283,2)
(284,4)
(285,6)
(286,1)
(287,10)
(288,1)
(289,6)
(290,5)
(291,3)
(292,0)
(293,3)
(294,5)
(295,5)
(296,0)
(297,1)
(298,5)
(299,0)
(300,8)
