(301,9)
(302,1)
(303,5)
(304,9)
(305,8)
(306,6)
(307,0)
(308,4)
(309,7)
(310,1)
(311,5)
(312,8)
(313,4)
(314,1)
(315,0)
(316,5)
(317,7)
(318,0)
(319,3)
(320,7)
(321,4)
(322,1)
(323,6)
(324,8)
(325,-1)
(326,6)
(327,0)
(328,9)
(329,6)
(330,1)
(331,4)
(332,7)
(333,4)
(334,0)
(335,1)
(336,2)
(337,9)
(338,3)
(339,1)
(340,1)
(341,9)
(342,9)
(343,4)
(344,10)
(345,8)
(346,4)
(347,8)
(348,2)
(349,6)
(350,2)
(351,2)
(352,6)
(353,5)
(354,8)
(355,10)
(356,4)
(357,10)
(358,9)
(359,0)
(360,6)
(361,4)
(362,6)
(363,1)
(364,2)
(365,5)
(366,6)
(367,1)
(368,6)
(369,8)
(370,-1)
(371,5)
(372,7)
(373,5)
(374,2)
(375,0)
(376,2)
(377,3)
(378,0)
(379,6)
(380,5)
(381,4)
(382,2)
(383,0)
(384,6)
(385,7)
(386,8)
(387,8)
(388,10)
(389,3)
(390,0)
(391,6)
(392,8)
(393,8)
(394,10)
(395,10)
(396,4)
(397,9)
(398,7)
(399,9)
(400,8)
