(1,-1)
(2,10)
(3,3)
(4,0)
(5,1)
(6,2)
(7,10)
(8,7)
(9,1)
(10,4)
(11,5)
(12,3)
(13,7)
(14,8)
(15,1)
(16,6)
(17,6)
(18,3)
(19,5)
(20,5)
(21,5)
(22,7)
(23,3)
(24,4)
(25,7)
(26,1)
(27,8)
(28,7)
(29,3)
(30,8)
(31,2)
(32,3)
(33,4)
(34,2)
(35,1)
(36,7)
(37,4)
(38,0)
(39,4)
(40,10)
(41,2)
(42,10)
(43,1)
(44,1)
(45,7)
(46,8)
(47,3)
(48,3)
(49,10)
(50,3)
(51,6)
(52,2)
(53,6)
(54,5)
(55,1)
(56,4)
(57,9)
(58,6)
(59,10)
(60,2)
(61,9)
(62,9)
(63,8)
(64,9)
(65,6)
(66,0)
(67,0)
(68,6)
(69,5)
(70,9)
(71,2)
(72,7)
(73,3)
(74,1)
(75,2)
(76,0)
(77,1)
(78,7)
(79,6)
(80,4)
(81,1)
(82,10)
(83,1)
(84,2)
(85,9)
(86,8)
(87,10)
(88,9)
(89,8)
(90,3)
(91,6)
(92,10)
(93,6)
(94,2)
(95,10)
(96,0)
(97,2)
(98,4)
(99,5)
(100,7)
