(401,7)
(402,-1)
(403,4)
(404,7)
(405,2)
(406,6)
(407,8)
(408,0)
(409,4)
(410,2)
(411,4)
(412,1)
(413,8)
(414,2)
(415,4)
(416,8)
(417,9)
(418,7)
(419,6)
(420,2)
(421,7)
(422,3)
(423,7)
(424,6)
(425,8)
(426,0)
(427,1)
(428,9)
(429,10)
(430,4)
(431,6)
(432,1)
(433,1)
(434,5)
(435,7)
(436,4)
(437,7)
(438,9)
(439,5)
(440,9)
(441,3)
(442,10)
(443,3)
(444,5)
(445,4)
(446,1)
(447,8)
(448,9)
(449,9)
(450,8)
(451,9)
(452,4)
(453,7)
(454,5)
(455,10)
(456,1)
(457,2)
(458,2)
(459,5)
(460,8)
(461,1)
(462,7)
(463,3)
(464,6)
(465,4)
(466,7)
(467,0)
(468,6)
(469,9)
(470,4)
(471,3)
(472,10)
(473,2)
(474,3)
(475,2)
(476,8)
(477,4)
(478,5)
(479,3)
(480,1)
(481,9)
(482,2)
(483,4)
(484,0)
(485,9)
(486,7)
(487,3)
(488,0)
(489,6)
(490,8)
(491,0)
(492,10)
(493,9)
(494,4)
(495,-1)
(496,7)
(497,2)
(498,6)
(499,0)
(500,8)
