(1,5)
(2,2)
(3,2)
(4,3)
(5,5)
(6,9)
(7,9)
(8,4)
(9,1)
(10,0)
(11,7)
(12,4)
(13,8)
(14,0)
(15,7)
(16,8)
(17,4)
(18,3)
(19,6)
(20,6)
(21,6)
(22,8)
(23,8)
(24,3)
(25,9)
(26,8)
(27,8)
(28,0)
(29,1)
(30,3)
(31,7)
(32,-1)
(33,6)
(34,3)
(35,7)
(36,10)
(37,4)
(38,1)
(39,1)
(40,9)
(41,10)
(42,2)
(43,2)
(44,9)
(45,-1)
(46,-1)
(47,6)
(48,9)
(49,7)
(50,5)
(51,9)
(52,7)
(53,4)
(54,9)
(55,1)
(56,8)
(57,9)
(58,8)
(59,3)
(60,0)
(61,5)
(62,4)
(63,0)
(64,7)
(65,2)
(66,3)
(67,7)
(68,2)
(69,9)
(70,10)
(71,2)
(72,3)
(73,3)
(74,8)
(75,3)
(76,6)
(77,10)
(78,2)
(79,4)
(80,7)
(81,1)
(82,10)
(83,3)
(84,3)
(85,6)
(86,1)
(87,9)
(88,8)
(89,6)
(90,1)
(91,1)
(92,0)
(93,9)
(94,9)
(95,5)
(96,8)
(97,5)
(98,9)
(99,6)
(100,8)
