(301,3)
(302,0)
(303,1)
(304,7)
(305,2)
(306,2)
(307,0)
(308,6)
(309,6)
(310,9)
(311,7)
(312,6)
(313,9)
(314,8)
(315,9)
(316,7)
(317,5)
(318,4)
(319,7)
(320,8)
(321,3)
(322,9)
(323,9)
(324,0)
(325,1)
(326,7)
(327,8)
(328,6)
(329,0)
(330,3)
(331,10)
(332,5)
(333,6)
(334,10)
(335,8)
(336,9)
(337,9)
(338,9)
(339,2)
(340,0)
(341,0)
(342,9)
(343,5)
(344,5)
(345,3)
(346,4)
(347,8)
(348,10)
(349,6)
(350,10)
(351,5)
(352,5)
(353,2)
(354,5)
(355,6)
(356,8)
(357,2)
(358,8)
(359,3)
(360,6)
(361,5)
(362,1)
(363,7)
(364,5)
(365,6)
(366,9)
(367,2)
(368,5)
(369,2)
(370,2)
(371,9)
(372,0)
(373,5)
(374,9)
(375,10)
(376,8)
(377,5)
(378,6)
(379,-1)
(380,2)
(381,0)
(382,7)
(383,10)
(384,6)
(385,9)
(386,0)
(387,2)
(388,3)
(389,4)
(390,10)
(391,3)
(392,10)
(393,0)
(394,7)
(395,4)
(396,6)
(397,1)
(398,10)
(399,7)
(400,3)
