(1,1)
(2,6)
(3,6)
(4,9)
(5,5)
(6,1)
(7,10)
(8,8)
(9,5)
(10,1)
(11,-1)
(12,3)
(13,0)
(14,1)
(15,10)
(16,1)
(17,4)
(18,2)
(19,3)
(20,7)
(21,0)
(22,3)
(23,8)
(24,5)
(25,9)
(26,4)
(27,6)
(28,5)
(29,10)
(30,4)
(31,9)
(32,2)
(33,10)
(34,5)
(35,4)
(36,4)
(37,9)
(38,10)
(39,10)
(40,10)
(41,2)
(42,4)
(43,7)
(44,7)
(45,0)
(46,10)
(47,1)
(48,5)
(49,9)
(50,6)
(51,1)
(52,9)
(53,5)
(54,0)
(55,7)
(56,6)
(57,2)
(58,10)
(59,5)
(60,7)
(61,0)
(62,8)
(63,8)
(64,6)
(65,6)
(66,4)
(67,4)
(68,4)
(69,9)
(70,4)
(71,10)
(72,7)
(73,5)
(74,5)
(75,10)
(76,3)
(77,3)
(78,4)
(79,7)
(80,0)
(81,-1)
(82,10)
(83,0)
(84,9)
(85,1)
(86,4)
(87,3)
(88,10)
(89,0)
(90,2)
(91,7)
(92,0)
(93,6)
(94,10)
(95,4)
(96,6)
(97,1)
(98,8)
(99,8)
(100,7)
