(1,1)
(2,6)
(3,2)
(4,6)
(5,5)
(6,2)
(7,7)
(8,3)
(9,9)
(10,8)
(11,5)
(12,3)
(13,8)
(14,3)
(15,8)
(16,8)
(17,7)
(18,1)
(19,10)
(20,1)
(21,3)
(22,3)
(23,8)
(24,4)
(25,3)
(26,2)
(27,8)
(28,10)
(29,1)
(30,10)
(31,8)
(32,1)
(33,6)
(34,10)
(35,9)
(36,1)
(37,3)
(38,2)
(39,0)
(40,0)
(41,4)
(42,9)
(43,2)
(44,5)
(45,5)
(46,7)
(47,4)
(48,2)
(49,2)
(50,5)
(51,10)
(52,10)
(53,0)
(54,8)
(55,7)
(56,3)
(57,0)
(58,10)
(59,6)
(60,7)
(61,6)
(62,5)
(63,4)
(64,6)
(65,9)
(66,9)
(67,4)
(68,7)
(69,6)
(70,8)
(71,7)
(72,3)
(73,4)
(74,6)
(75,1)
(76,4)
(77,4)
(78,8)
(79,7)
(80,4)
(81,7)
(82,10)
(83,7)
(84,8)
(85,3)
(86,0)
(87,7)
(88,3)
(89,3)
(90,2)
(91,9)
(92,9)
(93,0)
(94,10)
(95,7)
(96,8)
(97,8)
(98,6)
(99,4)
(100,8)
