(1,1)
(2,2)
(3,6)
(4,7)
(5,8)
(6,8)
(7,8)
(8,5)
(9,4)
(10,8)
(11,4)
(12,6)
(13,1)
(14,6)
(15,5)
(16,6)
(17,-1)
(18,7)
(19,0)
(20,5)
(21,2)
(22,2)
(23,7)
(24,6)
(25,6)
(26,1)
(27,3)
(28,9)
(29,6)
(30,2)
(31,2)
(32,6)
(33,3)
(34,6)
(35,3)
(36,0)
(37,0)
(38,2)
(39,8)
(40,1)
(41,4)
(42,9)
(43,6)
(44,7)
(45,1)
(46,9)
(47,1)
(48,1)
(49,6)
(50,8)
(51,8)
(52,7)
(53,-1)
(54,0)
(55,4)
(56,10)
(57,7)
(58,6)
(59,10)
(60,2)
(61,0)
(62,4)
(63,2)
(64,2)
(65,8)
(66,4)
(67,1)
(68,6)
(69,7)
(70,8)
(71,1)
(72,8)
(73,3)
(74,10)
(75,9)
(76,7)
(77,9)
(78,6)
(79,2)
(80,9)
(81,0)
(82,3)
(83,9)
(84,3)
(85,9)
(86,5)
(87,5)
(88,9)
(89,4)
(90,5)
(91,10)
(92,10)
(93,1)
(94,7)
(95,0)
(96,2)
(97,3)
(98,10)
(99,2)
(100,1)
