(1,10)
(2,7)
(3,8)
(4,5)
(5,8)
(6,4)
(7,9)
(8,7)
(9,1)
(10,4)
(11,9)
(12,5)
(13,-1)
(14,3)
(15,6)
(16,3)
(17,7)
(18,9)
(19,4)
(20,2)
(21,0)
(22,6)
(23,7)
(24,7)
(25,1)
(26,4)
(27,8)
(28,2)
(29,6)
(30,10)
(31,5)
(32,10)
(33,1)
(34,7)
(35,10)
(36,7)
(37,4)
(38,6)
(39,2)
(40,3)
(41,1)
(42,2)
(43,1)
(44,7)
(45,10)
(46,1)
(47,9)
(48,3)
(49,7)
(50,0)
(51,9)
(52,7)
(53,6)
(54,-1)
(55,5)
(56,10)
(57,5)
(58,8)
(59,8)
(60,0)
(61,7)
(62,8)
(63,4)
(64,0)
(65,7)
(66,9)
(67,5)
(68,1)
(69,7)
(70,0)
(71,7)
(72,3)
(73,0)
(74,6)
(75,5)
(76,5)
(77,2)
(78,2)
(79,8)
(80,1)
(81,0)
(82,5)
(83,1)
(84,10)
(85,6)
(86,4)
(87,6)
(88,10)
(89,7)
(90,4)
(91,0)
(92,5)
(93,1)
(94,6)
(95,2)
(96,10)
(97,0)
(98,0)
(99,4)
(100,1)
